Introduction,Quarters,HouseType,Area,PeopleNumber,WatchNumber,ReleaseTime,TotalPrice,Price,Dist,Lotitude
和义  南苑   精装两居室  楼层低,南苑北里一区 , 2室1厅 ,76.48,27.0,1.0, 1个月以前发布,380.0,49687.0,丰台,"116.405333,39.816466"
东西通透，近地铁，随时签约，带车位  带露台,建欣苑一里 , 2室1厅 ,108.69,44.0,12.0, 4个月以前发布,510.0,46923.0,丰台,"116.404561,39.848711"
华富丽苑 1室1厅 425万,华富丽苑 , 1室1厅 ,74.67,30.0,43.0, 3个月以前发布,425.0,56918.0,丰台,"116.257914,39.897113"
和风四季正规大两居 业主诚心出售,和风四季 , 2室1厅 ,102.91,44.0,12.0, 3个月以前发布,510.0,49558.0,丰台,"116.269187,39.857546"
西二环 天伦北里 西南大三居 双卫生间 采光好,天伦北里 , 3室2厅 ,179.47,15.0,4.0, 1个月以前发布,1100.0,61292.0,丰台,"116.353564,39.878291"
马家堡南珠苑 满五年 东北三居 主卧带卫生间 明厨明卫,南珠苑 , 3室1厅 ,111.14,30.0,2.0, 2个月以前发布,660.0,59385.0,丰台,"116.366231,39.854079"
满五年，业主名下一套住房，中间楼层,珠江峰景 , 2室2厅 ,110.48,14.0,28.0, 2个月以前发布,700.0,63360.0,丰台,"116.272928,39.885267"
洋桥北里 2室2厅 390万,洋桥北里 , 2室2厅 ,61.9,62.0,14.0, 1个月以前发布,390.0,63005.0,丰台,"116.388558,39.868822"
星河城西区 南向两居室 社区安静,星河城西区 , 2室2厅 ,112.77,55.0,22.0, 2个月以前发布,760.0,67394.0,丰台,"116.373314,39.844248"
西府景园 2室1厅 520万,西府景园 , 2室1厅 ,90.97,85.0,30.0, 1个月以前发布,520.0,57162.0,丰台,"116.276504,39.888722"
东南朝向，餐客分离，近地铁，好楼层,慧时欣园 , 2室2厅 ,101.48,17.0,12.0, 1个月以前发布,610.0,60111.0,丰台,"116.419296,39.853261"
角门洋桥71 近地铁 南向三间 无遮挡采光充足 ,洋桥71号院 , 3室1厅 ,119.96,62.0,11.0, 1个月以前发布,618.0,51518.0,丰台,"116.389525,39.85854"
万科精装南北大三居 前后花园 视野宽阔,万科紫苑 , 3室2厅 ,172.84,30.0,16.0, 1个月以前发布,1350.0,78107.0,丰台,"116.257104,39.873962"
南三环边 四方景园三区 正规南北通透大两居 两梯五户,四方景园三区 , 2室1厅 ,99.43,41.0,20.0, 1个月以前发布,620.0,62356.0,丰台,"116.44682,39.862142"
天伦锦城 正规一室一厅 客厅落地阳台,天伦锦城 , 1室1厅 ,60.5,34.0,13.0, 3个月以前发布,340.0,56199.0,丰台,"116.340929,39.82227"
嘉和人家  2室2厅1厨1卫    88.41平米,嘉和人家 , 2室1厅 ,88.41,24.0,25.0, 3个月以前发布,550.0,62211.0,丰台,"116.444565,39.853072"
正阳小区 2室1厅 400万,正阳小区 , 2室1厅 ,64.68,214.0,24.0, 5个月以前发布,400.0,61843.0,丰台,"116.2933,39.854895"
东丽温泉 2室2厅 680万,东丽温泉 , 2室2厅 ,112.0,13.0,24.0, 3个月以前发布,680.0,60715.0,丰台,"116.390154,39.860376"
恋日嘉园 南北通透三居 客厅带阳台,恋日嘉园一期 , 3室1厅 ,132.14,42.0,17.0, 2个月以前发布,899.0,68034.0,丰台,"116.36247,39.850685"
静馨嘉苑带飘窗带电梯带大客厅户型方正精装大两居,静馨嘉苑 , 2室2厅 ,96.99,67.0,26.0, 2个月以前发布,530.0,54645.0,丰台,"116.451715,39.855641"
丽泽雅园 丽泽商务区 东南两居室 精装 满五年住宅,丽泽雅园 , 2室1厅 ,78.91,125.0,19.0, 1个月以前发布,598.0,75783.0,丰台,"116.329675,39.876404"
建新苑五里04年新小区电梯房两居室,建欣苑五里 , 2室1厅 ,86.04,61.0,16.0, 2个月以前发布,438.0,50907.0,丰台,"116.399845,39.847402"
糖人街 满五年 精装修 东北朝向,糖人街 , 2室1厅 ,82.5,40.0,29.0, 2个月以前发布,580.0,70304.0,丰台,"116.323091,39.888033"
宋家庄地铁房 顶秀欣园 03年小区 集中供暖 中间层两居,顶秀欣园西苑 , 2室2厅 ,97.15,31.0,16.0, 1个月以前发布,495.0,50953.0,丰台,"116.433425,39.844062"
七里庄南北通透板楼 双卫生间都带明窗户型好欢迎咨询,丰台北路46号 , 3室2厅 ,132.91,118.0,24.0, 2个月以前发布,780.0,58687.0,丰台,"116.296215,39.871691"
玺萌鹏苑 东南向三居室  无遮挡  满五年 精装修,玺萌鹏苑 , 3室1厅 ,116.0,54.0,20.0, 2个月以前发布,728.0,62759.0,丰台,"116.369206,39.856287"
万年花城一期 3室1厅 688万,万年花城一期 , 3室1厅 ,101.23,57.0,17.0, 1个月以前发布,688.0,67965.0,丰台,"116.328449,39.849606"
慧时欣园 2万平米花园 地铁10号线 ,慧时欣园 , 2室1厅 ,100.21,18.0,13.0, 1个月以前发布,610.0,60873.0,丰台,"116.419296,39.853261"
玉林东里三区 2室1厅 480万,玉林东里三区 , 2室1厅 ,69.45,27.0,0.0, 11天以前发布,480.0,69115.0,丰台,"116.367835,39.870721"
芳城园一区 2室1厅 485万,芳城园一区 , 2室1厅 ,62.79,19.0,0.0, 13天以前发布,485.0,77242.0,丰台,"116.441442,39.875518"
望园东里 2室1厅 498万,望园东里 , 2室1厅 ,82.89,22.0,0.0, 9天以前发布,498.0,60080.0,丰台,"116.295938,39.873528"
玉林东里三区 2室1厅 480万,玉林东里三区 , 2室1厅 ,69.45,27.0,0.0, 11天以前发布,480.0,69115.0,丰台,"116.367835,39.870721"
南三环  正规两居室 看房方便,横一条甲18号院 , 2室1厅 ,86.7,30.0,27.0, 2个月以前发布,485.0,55941.0,丰台,"116.440459,39.858116"
二环边 2003年商品房，双铁交汇  格局方正 满五商品,右外大街4号院 , 2室1厅 ,83.02,23.0,15.0, 3个月以前发布,575.0,69261.0,丰台,"116.371562,39.873821"
近园路 3室1厅 635万,近园路 , 3室1厅 ,111.94,18.0,8.0, 1个月以前发布,635.0,56727.0,丰台,"116.293819,39.868264"
满五年 仅一套  近地铁 南北通透 板楼 三环边,中景理想家 , 2室1厅 ,86.95,108.0,22.0, 1个月以前发布,550.0,63255.0,丰台,"116.322924,39.858272"
庄维花园距离七里庄330米可以改造成两居室,庄维花园 , 1室2厅 ,80.13,42.0,7.0, 1个月以前发布,420.0,52415.0,丰台,"116.296286,39.870107"
鑫兆雅园南区 3室1厅 760万,鑫兆雅园南区 , 3室1厅 ,128.08,157.0,59.0, 9个月以前发布,760.0,59338.0,丰台,"116.433758,39.849482"
蔚园 3室1厅 460万,蔚园 , 3室1厅 ,82.1,56.0,7.0, 1个月以前发布,460.0,56030.0,丰台,"116.26973,39.901123"
南苑北里一区 2室1厅 320万,南苑北里一区 , 2室1厅 ,59.13,50.0,16.0, 2个月以前发布,320.0,54119.0,丰台,"116.405333,39.816466"
万年花城尚品 08年社区 小两居 “麻雀虽小 五脏俱全”,万年花城四期 , 2室1厅 ,53.32,91.0,23.0, 4个月以前发布,360.0,67517.0,丰台,"116.321999,39.852545"
开阳里电梯房全南两居室 婚房装修,开阳里六区 , 2室1厅 ,70.6,61.0,46.0, 3个月以前发布,537.0,76063.0,丰台,"116.376676,39.870913"
开阳里六区 西南向两居室 双卫 带电梯 ,开阳里六区 , 2室2厅 ,116.79,28.0,5.0, 3个月以前发布,730.0,62506.0,丰台,"116.376676,39.870913"
建欣苑四里 2室1厅 345万,建欣苑四里 , 2室1厅 ,65.91,578.0,45.0, 4个月以前发布,345.0,52345.0,丰台,"116.402495,39.846914"
嘉园二里 3室1厅 500万,嘉园二里 , 3室1厅 ,90.19,334.0,32.0, 一年前发布,500.0,55439.0,丰台,"116.374708,39.854229"
落地飘窗两居 南向采光好 带车位,和光里 , 2室1厅 ,94.19,72.0,23.0, 4个月以前发布,508.0,53934.0,丰台,"116.266964,39.868025"
沸城 2室1厅 390万,沸城 , 2室1厅 ,94.0,200.0,39.0, 一年前发布,390.0,41490.0,丰台,"116.250173,39.839454"
风景club一居室 客厅4.05米挑高 精装修,风景club , 1室2厅 ,82.87,32.0,8.0, 2个月以前发布,548.0,66128.0,丰台,"116.358042,39.847965"
红星北里 配套齐全  南北通透 诚售三居,红星北里 , 3室2厅 ,123.29,135.0,4.0, 4个月以前发布,410.0,33255.0,丰台,"116.433392,39.813832"
东大街东里   南北通透  正规三居,东大街东里 , 3室1厅 ,69.0,198.0,24.0, 10个月以前发布,400.0,57972.0,丰台,"116.302115,39.871572"
博龙家园 2室2厅 680万,博龙家园 , 2室2厅 ,112.19,78.0,107.0, 10个月以前发布,680.0,60612.0,丰台,"116.260405,39.900036"
丽泽商务区 西南两居 采光好 14号,丽泽雅园 , 2室2厅 ,106.75,69.0,70.0, 11个月以前发布,790.0,74005.0,丰台,"116.329675,39.876404"
怡海花园六期 二居改三居 干净舒适 地铁9号线 中高层,怡海花园恒丰园 , 3室1厅 ,132.29,29.0,5.0, 3个月以前发布,870.0,65765.0,丰台,"116.319751,39.836525"
怡锦园两居室 满五年无个税 户型方正 价格可谈 急售,怡锦园 , 2室1厅 ,90.5,23.0,9.0, 1个月以前发布,568.0,62763.0,丰台,"116.297475,39.839905"
方庄日月天地南北向四居室 适合三代人居住,日月天地 , 4室1厅 ,238.0,24.0,7.0, 2个月以前发布,1070.0,44958.0,丰台,"116.439422,39.876408"
六里桥 精装东南三居 近地铁临公园 方正无遮挡,糖人街 , 3室2厅 ,121.77,14.0,2.0, 1个月以前发布,910.0,74732.0,丰台,"116.323091,39.888033"
 电梯房 中间楼层 地铁10号线、5号线,石榴园南里小区 , 1室1厅 ,49.69,296.0,17.0, 1个月以前发布,265.0,53331.0,丰台,"116.423841,39.850638"
银地家园 电梯房 满五年 落地阳台,银地家园 , 2室1厅 ,76.92,50.0,8.0, 31天以前发布,410.0,53303.0,丰台,"116.339882,39.82826"
海户西里34号院 2室1厅 480万,海户西里34号院 , 2室1厅 ,74.57,32.0,9.0, 1个月以前发布,480.0,64370.0,丰台,"116.395003,39.856592"
南四环和义西里  南北通透两居 ,世嘉丽晶 , 2室1厅 ,83.41,39.0,20.0, 1个月以前发布,430.0,51553.0,丰台,"116.404099,39.82434"
洋桥北里 东南向两居室 精装修满五年无个税婚房,洋桥北里 , 2室1厅 ,75.0,78.0,31.0, 4个月以前发布,462.0,61600.0,丰台,"116.388558,39.868822"
芳城园三区 4室2厅 750万,芳城园三区 , 4室2厅 ,153.0,58.0,31.0, 3个月以前发布,750.0,49020.0,丰台,"116.441502,39.872065"
"南北通透，免个税，拎包入住 , 总价合理 ",松林庄 , 3室1厅 ,80.8,103.0,9.0, 2个月以前发布,370.0,45793.0,丰台,"116.400533,39.824292"
四号线十号线 板楼 南北朝向 采光充足 富卓苑,富卓苑 , 2室1厅 ,68.67,28.0,19.0, 1个月以前发布,450.0,65531.0,丰台,"116.380393,39.843844"
天伦锦城南北通透大两居  免个税  通风好,天伦锦城 , 2室2厅 ,96.0,68.0,21.0, 2个月以前发布,480.0,50000.0,丰台,"116.340929,39.82227"
和义西里三区 2室1厅 385万,和义西里三区 , 2室1厅 ,81.42,67.0,17.0, 1个月以前发布,385.0,47286.0,丰台,"116.402378,39.820979"
海户西里34号院 2室1厅 480万,海户西里34号院 , 2室1厅 ,74.57,32.0,9.0, 1个月以前发布,480.0,64370.0,丰台,"116.395003,39.856592"
 电梯房 中间楼层 地铁10号线、5号线,石榴园南里小区 , 1室1厅 ,49.69,296.0,17.0, 1个月以前发布,265.0,53331.0,丰台,"116.423841,39.850638"
银地家园 电梯房 满五年 落地阳台,银地家园 , 2室1厅 ,76.92,50.0,8.0, 31天以前发布,410.0,53303.0,丰台,"116.339882,39.82826"
50年产权 不限购 可注册 办公 有钥匙,大成时代公馆 , 1室0厅 ,73.98,27.0,23.0, 20天以前发布,230.0,31090.0,丰台,"116.277933,39.894604"
一栋苑 2室1厅 460万,一栋苑 , 2室1厅 ,90.94,12.0,1.0, 29天以前发布,460.0,50583.0,丰台,"116.430438,39.857042"
9号线14号线七里庄换乘站，落地窗大阳台一居室,望园东里 , 1室1厅 ,71.39,23.0,2.0, 20天以前发布,426.0,59673.0,丰台,"116.295938,39.873528"
城南嘉园 益明园 南北通透 两居室 满五年,益明园 , 2室2厅 ,95.35,20.0,3.0, 19天以前发布,760.0,79707.0,丰台,"116.373195,39.841709"
嘉园一里 2室1厅 610万,嘉园一里 , 2室1厅 ,103.13,15.0,3.0, 19天以前发布,610.0,59149.0,丰台,"116.375875,39.860289"
南华小区 2室1厅 505万,南华小区 , 2室1厅 ,89.37,7.0,1.0, 29天以前发布,505.0,56507.0,丰台,"116.384761,39.844664"
四方景园四区 2室1厅 580万,四方景园四区 , 2室1厅 ,91.19,16.0,1.0, 22天以前发布,580.0,63604.0,丰台,"116.446891,39.860543"
南北两居  临地铁 中间楼层  采光充足 诚意出售,嘉园二里 , 2室1厅 ,61.54,84.0,5.0, 29天以前发布,415.0,67436.0,丰台,"116.374708,39.854229"
距离地铁809米的板楼中间层通透两居,建欣苑一里 , 2室1厅 ,64.33,55.0,4.0, 23天以前发布,365.0,56739.0,丰台,"116.404561,39.848711"
房子五年家庭名下就一套房产，节省税费，精装修，,旭日嘉园 , 1室1厅 ,59.16,24.0,2.0, 22天以前发布,418.0,70656.0,丰台,"116.376524,39.851605"
和义西里二区 2室1厅 480万,和义西里二区 , 2室1厅 ,86.37,6.0,1.0, 24天以前发布,480.0,55575.0,丰台,"116.406182,39.822496"
2010年建成  小区距地铁口43米 精装东西向大两居,红狮家园 , 2室2厅 ,89.32,12.0,2.0, 25天以前发布,515.0,57658.0,丰台,"116.435735,39.853176"
长安新城一区 2室1厅 520万,长安新城一区 , 2室1厅 ,98.3,17.0,4.0, 24天以前发布,520.0,52900.0,丰台,"116.265669,39.894045"
富卓苑 南北通透 两居室 采光好无遮挡,富卓苑 , 2室1厅 ,69.59,41.0,2.0, 26天以前发布,465.0,66820.0,丰台,"116.380393,39.843844"
方南家园 精装修两居  距离地铁近,方南家园一期 , 2室1厅 ,76.79,21.0,5.0, 27天以前发布,420.0,54695.0,丰台,"116.431665,39.856489"
南二环边 祖家庄小区精装修两居室,祖家庄小区 , 2室0厅 ,54.61,24.0,2.0, 28天以前发布,375.0,68669.0,丰台,"116.36204,39.869642"
政馨园一区南北一居室可改两居满五年,政馨园一区 , 1室2厅 ,63.42,25.0,1.0, 30天以前发布,380.0,59919.0,丰台,"116.438762,39.854215"
满五年 商品房 楼下就是地铁 配套成熟 ,政馨园三区 , 2室1厅 ,91.33,12.0,1.0, 28天以前发布,520.0,56937.0,丰台,"116.438241,39.85067"
东幸福街 满五年业主名下一套 商品房,东幸福街 , 2室1厅 ,56.6,21.0,1.0, 17天以前发布,360.0,63605.0,丰台,"116.292081,39.858097"
芳古园一区 2室1厅 380万,芳古园一区 , 2室1厅 ,57.04,66.0,2.0, 17天以前发布,380.0,66620.0,丰台,"116.431165,39.874515"
精图小区55号院 3室1厅 592万,精图小区55号院 , 3室1厅 ,91.52,10.0,1.0, 17天以前发布,592.0,64686.0,丰台,"116.319844,39.882023"
南北通透两居 楼层高，位置好！,金泰城丽湾 , 2室1厅 ,87.24,15.0,2.0, 17天以前发布,820.0,93994.0,丰台,"116.347869,39.876814"
马家堡路29号院 2室1厅 381万,马家堡路29号院 , 2室1厅 ,63.6,5.0,1.0, 17天以前发布,381.0,59906.0,丰台,"116.39097,39.870154"
程庄路3号院 2室1厅 295万,程庄路3号院 , 2室1厅 ,53.9,67.0,4.0, 21天以前发布,295.0,54731.0,丰台,"116.27072,39.866703"
旧宫红星北里 满五年 无个税 中间楼层两居室,红星北里 , 2室1厅 ,73.65,36.0,4.0, 16天以前发布,312.0,42363.0,丰台,"116.433392,39.813832"
宋家庄家园 1室1厅 249万,宋家庄家园 , 1室1厅 ,52.37,296.0,1.0, 16天以前发布,249.0,47547.0,丰台,"116.432824,39.853449"
建欣苑四里 2室1厅 450万,建欣苑四里 , 2室1厅 ,69.78,27.0,1.0, 16天以前发布,450.0,64489.0,丰台,"116.402495,39.846914"
海户西里 全明格局两居 诚意出售,海户西里33号院 , 2室1厅 ,69.45,45.0,48.0, 2个月以前发布,369.0,53132.0,丰台,"116.395638,39.856781"
益明园 南北双通透 两居室 看房方便,益明园 , 2室2厅 ,109.89,72.0,105.0, 2个月以前发布,820.0,74621.0,丰台,"116.373195,39.841709"
商品房，原值254万。贷款180万，无个税,京铁家园 , 2室1厅 ,95.8,74.0,90.0, 1个月以前发布,520.0,54280.0,丰台,"116.285444,39.9002"
中堂 2室2厅 750万,中堂 , 2室2厅 ,115.01,31.0,115.0, 2个月以前发布,750.0,65212.0,丰台,"116.285133,39.888468"
怡海花园四期 格局方正 西南向 业主诚心出售 ,怡海花园富泽园 , 2室2厅 ,104.2,89.0,179.0, 4个月以前发布,600.0,57582.0,丰台,"116.308505,39.839489"
南北通透三居室、精装修、可拎包入住,顺驰蓝调 , 3室2厅 ,151.48,48.0,133.0, 2个月以前发布,1200.0,79219.0,丰台,"116.345863,39.877035"
宝隆温泉地铁房 精装两居室 方正户型,宝隆温泉公寓 , 2室1厅 ,81.7,119.0,95.0, 2个月以前发布,375.0,45900.0,丰台,"116.30095,39.838443"
六里桥 西客站 双卫西南三居 满五年,糖人街 , 3室2厅 ,121.77,103.0,138.0, 3个月以前发布,750.0,61592.0,丰台,"116.323091,39.888033"
万年花城四期 东北向两居室 诚意出售,万年花城四期 , 2室2厅 ,101.44,85.0,105.0, 6个月以前发布,655.0,64571.0,丰台,"116.321999,39.852545"
星河城东区 2室2厅 750万,星河城东区 , 2室2厅 ,114.25,30.0,145.0, 4个月以前发布,750.0,65646.0,丰台,"116.376027,39.843729"
蔚园 3室1厅 372万,蔚园 , 3室1厅 ,73.49,141.0,63.0, 1个月以前发布,372.0,50620.0,丰台,"116.26973,39.901123"
万年花城五期 2室1厅 680万,万年花城五期 , 2室1厅 ,92.1,55.0,48.0, 1个月以前发布,680.0,73833.0,丰台,"116.319224,39.850164"
枫南世嘉 3室2厅 700万,枫南世嘉 , 3室2厅 ,112.73,44.0,49.0, 1个月以前发布,700.0,62096.0,丰台,"116.385962,39.847958"
4号线  南华小区 双南向两居,南华小区 , 2室1厅 ,71.14,70.0,75.0, 1个月以前发布,420.0,59039.0,丰台,"116.384761,39.844664"
六里桥糖人街一居室户型方正  朝西向 ,糖人街 , 1室1厅 ,50.4,22.0,60.0, 5个月以前发布,350.0,69445.0,丰台,"116.323091,39.888033"
顺驰蓝调新上全南向两居 朝向好 靠谱卖 随时可签约,顺驰蓝调 , 2室2厅 ,83.74,86.0,118.0, 3个月以前发布,735.0,87772.0,丰台,"116.345863,39.877035"
南三环嘉业大厦一期三厅两厨两卫三居出售,嘉业大厦 , 3室3厅 ,191.08,18.0,21.0, 4个月以前发布,720.0,37681.0,丰台,"116.434145,39.863841"
南三环马家堡 润景家园 两居两卫 诚心出售,润景家园 , 2室1厅 ,112.36,41.0,24.0, 4个月以前发布,750.0,66750.0,丰台,"116.376575,39.861342"
益城园 4室2厅 930万,益城园 , 4室2厅 ,185.71,103.0,6.0, 3个月以前发布,930.0,50079.0,丰台,"116.372925,39.839312"
鑫兆雅园南区 2室1厅 465万,鑫兆雅园南区 , 2室1厅 ,77.74,289.0,86.0, 5个月以前发布,465.0,59815.0,丰台,"116.433758,39.849482"
刘家窑 地铁5号线 正南朝向 光线好,正邦嘉园一期 , 2室1厅 ,94.8,92.0,29.0, 3个月以前发布,550.0,58017.0,丰台,"116.430722,39.860989"
万润风景 2室2厅 620万,万润风景 , 2室2厅 ,88.19,69.0,15.0, 3个月以前发布,620.0,70303.0,丰台,"116.34581,39.86288"
双城公寓 2室1厅 650万,双城公寓 , 2室1厅 ,127.8,47.0,5.0, 10个月以前发布,650.0,50861.0,丰台,"116.411908,39.864006"
三环边 地铁房 精装全南双卫三居,三环新城6号院 , 3室1厅 ,123.43,31.0,0.0, 2个月以前发布,700.0,56713.0,丰台,"116.318035,39.857355"
东向大一居 两居格局 门口就有地铁10号线丰台站,三环新城7号院 , 1室1厅 ,62.52,9.0,15.0, 2个月以前发布,390.0,62381.0,丰台,"116.315096,39.857138"
南二环 开阳里六区 西南大3居 2002年 地铁4号线,开阳里六区 , 3室2厅 ,158.64,42.0,12.0, 3个月以前发布,998.0,62910.0,丰台,"116.376676,39.870913"
康泽园 东向两居 业主诚意出售 看房较方便,康泽园 , 2室1厅 ,107.0,150.0,21.0, 2个月以前发布,470.0,43926.0,丰台,"116.416415,39.847725"
南北通透两居室  格局方正   户型好,康缘居 , 2室1厅 ,89.0,85.0,19.0, 4个月以前发布,530.0,59551.0,丰台,"116.385503,39.852652"
临泓路6号院 2室1厅 460万,临泓路6号院 , 2室1厅 ,75.07,94.0,12.0, 1个月以前发布,460.0,61277.0,丰台,"116.404524,39.851605"
满两年免个税，南北通透，户型方正，紧凑三居！,和义西里二区 , 3室1厅 ,76.0,79.0,16.0, 4个月以前发布,410.0,53948.0,丰台,"116.406182,39.822496"
丰体时代花园 西北向三居 格局方正,丰体时代花园 , 3室1厅 ,123.66,106.0,13.0, 3个月以前发布,540.0,43669.0,丰台,"116.275541,39.872886"
经典小三居  高楼层 采光好 业主诚心出售,芳城园一区 , 3室1厅 ,76.89,26.0,0.0, 3个月以前发布,550.0,71531.0,丰台,"116.441442,39.875518"
丰卉家园带车位南北通透两室两厅一厨一卫,丰卉家园 , 2室2厅 ,90.33,16.0,11.0, 3个月以前发布,460.0,50925.0,丰台,"116.272531,39.859806"
刘家窑 地铁5号线 正南朝向 光线好,正邦嘉园一期 , 2室1厅 ,94.8,92.0,29.0, 3个月以前发布,550.0,58017.0,丰台,"116.430722,39.860989"
右安门外玉林东里三区 一层带自建南北通透两居室,玉林东里三区 , 2室1厅 ,50.39,83.0,21.0, 3个月以前发布,370.0,73428.0,丰台,"116.367835,39.870721"
玉林里小区 1室1厅 370万,玉林里小区 , 1室1厅 ,49.1,136.0,55.0, 7个月以前发布,370.0,75357.0,丰台,"116.364028,39.870465"
怡海花园六期南北向大三居好楼层,怡海花园恒泰园 , 3室2厅 ,154.99,39.0,15.0, 2个月以前发布,1100.0,70973.0,丰台,"116.30877,39.837203"
角门东里东南向三居室简单装修诚心出售,角门东里 , 3室1厅 ,91.32,67.0,11.0, 2个月以前发布,530.0,58038.0,丰台,"116.387828,39.852874"
冬季星空 4室2厅 1100万,冬季星空 , 4室2厅 ,156.05,60.0,34.0, 4个月以前发布,1100.0,70491.0,丰台,"116.370166,39.850296"
翠林小区 南北通透 中间楼层 刚需,翠林一里 , 2室1厅 ,56.36,248.0,24.0, 11个月以前发布,370.0,65650.0,丰台,"116.376709,39.867222"
慧时欣园 大两居 满五年  地铁,慧时欣园 , 2室1厅 ,90.13,111.0,19.0, 9个月以前发布,550.0,61023.0,丰台,"116.419296,39.853261"
益城园 4室2厅 930万,益城园 , 4室2厅 ,185.71,103.0,6.0, 3个月以前发布,930.0,50079.0,丰台,"116.372925,39.839312"
鑫兆雅园南区 2室1厅 465万,鑫兆雅园南区 , 2室1厅 ,77.74,289.0,86.0, 5个月以前发布,465.0,59815.0,丰台,"116.433758,39.849482"
公益西桥南北通透两居室，一层带院,景馨园 , 2室1厅 ,128.5,52.0,12.0, 4个月以前发布,700.0,54475.0,丰台,"116.387279,39.839908"
全南向  楼层低  适合老人居住 无遮挡,久敬佳园二区 , 2室2厅 ,101.71,47.0,18.0, 4个月以前发布,660.0,64891.0,丰台,"116.414979,39.825902"
新发地天伦锦城南北三居，满五年,天伦锦城 , 3室2厅 ,124.7,38.0,18.0, 1个月以前发布,650.0,52126.0,丰台,"116.340929,39.82227"
西南四环  2005年和光里小区  南北通透两居室,和光里 , 2室1厅 ,95.78,44.0,12.0, 2个月以前发布,535.0,55858.0,丰台,"116.266964,39.868025"
嘉园三里 1室1厅 325万,嘉园三里 , 1室1厅 ,50.95,180.0,23.0, 1个月以前发布,325.0,63789.0,丰台,"116.372443,39.84828"
光彩家园/全南一居室/精装修/地铁十号线,光彩家园 , 1室1厅 ,59.99,62.0,22.0, 1个月以前发布,370.0,61677.0,丰台,"116.41718,39.851679"
太平桥西里 2室1厅 399万,太平桥西里 , 2室1厅 ,58.44,49.0,18.0, 4个月以前发布,399.0,68276.0,丰台,"116.320535,39.890098"
2010年房子，满五年，万科的物业,红狮家园 , 2室1厅 ,89.62,33.0,11.0, 2个月以前发布,530.0,59139.0,丰台,"116.435735,39.853176"
民岳家园 满五年商品房 业主随时签约,民岳家园 , 2室1厅 ,100.0,30.0,35.0, 3个月以前发布,560.0,56000.0,丰台,"116.276474,39.88631"
30平米大客厅正对小区花园/中间楼层/近地铁,慧时欣园 , 2室1厅 ,99.97,27.0,11.0, 3个月以前发布,580.0,58018.0,丰台,"116.419296,39.853261"
马家堡怡然家园6号院南北通透三居室,怡然家园6号院 , 3室1厅 ,112.48,172.0,20.0, 2个月以前发布,610.0,54232.0,丰台,"116.39122,39.848862"
好户型 三居两卫两阳台 满5年  有车位 精装修,西马金润一区 , 3室2厅 ,166.52,36.0,13.0, 2个月以前发布,990.0,59453.0,丰台,"116.389015,39.844965"
南二环边凉水河畔正规一室一厅 满五年公房,百合园 , 1室1厅 ,50.14,36.0,24.0, 4个月以前发布,363.0,72398.0,丰台,"116.370835,39.867038"
南三环马家堡润景嘉园房子满五 就一套房,润景家园 , 3室2厅 ,110.27,59.0,15.0, 6个月以前发布,700.0,63481.0,丰台,"116.376575,39.861342"
太平桥西里 2室1厅 399万,太平桥西里 , 2室1厅 ,58.44,49.0,18.0, 4个月以前发布,399.0,68276.0,丰台,"116.320535,39.890098"
光彩家园 满五年 全南向 精装两居,光彩家园 , 2室1厅 ,76.9,265.0,21.0, 5个月以前发布,480.0,62419.0,丰台,"116.41718,39.851679"
光彩家园/全南一居室/精装修/地铁十号线,光彩家园 , 1室1厅 ,59.99,62.0,22.0, 1个月以前发布,370.0,61677.0,丰台,"116.41718,39.851679"
新房 没住过人 房本满五年 精装 万科物业  高品质社区,万科紫苑 , 3室2厅 ,156.11,58.0,16.0, 2个月以前发布,1250.0,80072.0,丰台,"116.257104,39.873962"
石榴园北里/南北通透/交通便利/配套齐全,石榴园北里小区 , 2室1厅 ,68.7,203.0,27.0, 2个月以前发布,358.0,52111.0,丰台,"116.423311,39.853178"
房子不临街 南向三居室  无遮挡 中间层,方庄6号 , 3室2厅 ,149.65,38.0,18.0, 2个月以前发布,1200.0,80188.0,丰台,"116.450009,39.865693"
西马金润新楼一居改两居 商品房 免征个税,西马金润一区 , 2室1厅 ,62.24,39.0,16.0, 26天以前发布,378.0,60733.0,丰台,"116.389015,39.844965"
西罗园 精装双南两居室  满五年 税费少 随时可看,西罗园三区 , 2室1厅 ,58.05,713.0,202.0, 4个月以前发布,350.0,60293.0,丰台,"116.395279,39.865356"
富卓苑四号线公益西桥站带电梯三居室,富卓苑 , 3室1厅 ,116.99,142.0,125.0, 4个月以前发布,600.0,51287.0,丰台,"116.380393,39.843844"
带电梯高板楼  精装修南向三居  可改四居,西马金润一区 , 3室2厅 ,178.0,39.0,51.0, 1个月以前发布,1000.0,56180.0,丰台,"116.389015,39.844965"
三环新城8号院 3室1厅 650万,三环新城8号院 , 3室1厅 ,121.42,130.0,81.0, 2个月以前发布,650.0,53534.0,丰台,"116.314318,39.855359"
房子已满五年，南北通透，低楼层，全明格局。,和义东里四区 , 2室1厅 ,55.43,64.0,35.0, 1个月以前发布,300.0,54123.0,丰台,"116.409629,39.822715"
近地铁 民水民电  户型方正 不限购,东亚三环 , 1室0厅 ,35.0,119.0,20.0, 4个月以前发布,150.0,42858.0,丰台,"116.37785,39.842419"
